CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Neurobehavioral Status Exam (Children's Waiver),,96116,,Per Hour,1,3,$443.00 ,443,148,3
,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,$0.00 ,0,0,0
,Neuropsych test by Tech ,,96119,,Per Hour,0,0,$0.00 ,0,0,0
,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,$0.00 ,0,0,0
,Physical Therapy,,97001,,Encounter,0,0,$0.00 ,0,0,0
,Physical Therapy,,97002,,Encounter,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97003,,Encounter,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97004,,Encounter,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97150,,Encounter,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97703,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97750,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97755,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97760,,15 Minutes,0,0,$0.00 ,0,0,0
,C/O for Orthotic/Prosth Use ,,97762,,15 minutes,0,0,$0.00 ,0,0,0
,Assessment or Health Services,,97802,,15 Minutes,0,0,$0.00 ,0,0,0
,Assessment or Health Services,,97803,,15 Minutes,0,0,$0.00 ,0,0,0
,Health Services,,97804,,30 Minutes,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99201,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99202,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99203,,Encounter,0,0,$0.00 ,0,0,0
Allegan,,,,,,,,,,,
,Additional Codes-Physician Services,,99204,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99205,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99211,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99212,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99213,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99214,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99215,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99221,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99222,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99223,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99231,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99232,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99233,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99238,,30 Minutes or less,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99241,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99253,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99254,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99255,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99274,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0,0,$0.00 ,0,0,0
,Medication Administration,,99506,,Encounter,0,0,$0.00 ,0,0,0
,Transportation,,A0080,,Per mile,0,0,$0.00 ,0,0,0
,Transportation,,A0090,,Per mile,0,0,$0.00 ,0,0,0
,Transportation,,A0100,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0110,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0120,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0130,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0140,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0160,,Per Mile,0,0,$0.00 ,0,0,0
,Transportation,,A0170,,,0,0,$0.00 ,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,0,0,$0.00 ,0,0,0
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,$0.00 ,0,0,0
,Additional codes - Transportation,,A0428,,,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0,0,$0.00 ,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,$0.00 ,0,0,0
,Assessment ,,H0002,,Encounter,61,61,"$4,140.00 ",68,68,1
,Substance Abuse: Individual Assessment,,H0002,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse:Laboratory,,H0003,,Encounter,0,0,$0.00 ,0,0,0
Allegan,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Case Management,,H0006,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H0015,,Days,0,0,$0.00 ,0,0,0
,Crisis Residential Services,,H0018,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Residential,1002,H0018,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Residential,1002,H0019,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Methadone,,H0020,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,$0.00 ,0,0,0
,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,$0.00 ,0,0,0
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,$0.00 ,0,0,0
,Assessment ,,H0031,,Encounter,535,582,"$104,036.00 ",194,179,1
,Substance Abuse: Assessment,,H0031,,Encounter,0,0,$0.00 ,0,0,0
,Treatment Planning,,H0032,,Encounter,592,"1,338.00","$141,348.00 ",239,106,2
,Monitoring of Treatment - Physician,,H0032,TS,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Encounter,0,0,$0.00 ,0,0,0
,Health Services,,H0034,,15 Minutes,0,0,$0.00 ,0,0,0
,Home Based Services,,H0036,,15 Minutes,2,25,"$1,071.00 ",536,43,13
,Community Psychiatric Supportive Treatment ,,H0037,,Per diem,0,0,$0.00 ,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,9,840,"$55,167.00 ",6130,66,93
,Peer Directed and Operated Support Services,,NA,,,24,0,"$128,225.00 ",5343,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,61,"8,231.00","$477,418.00 ",7827,58,135
,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,$0.00 ,0,0,0
,Community Living Supports in Independent living/own home,,H0043,TT,Per diem,2,663,"$59,628.00 ",29814,90,332
,Respite,,H0045,,Per Diem,1,4,$125.00 ,125,31,4
,Respite (Children's Waiver),,H0045,TD,Per Diem,0,0,$0.00 ,0,0,0
,Respite (Children's Waiver),,H0045,TE,Per Diem,0,0,$0.00 ,0,0,0
,Substance Abuse:Laboratory,,H0048,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Individual Assessment,,H0049,,Encounter,0,0,$0.00 ,0,0,0
,Behavior Management Review,,H2000,,Encounter,5,7,"$1,782.00 ",356,255,1
,Monitoring Activities,,H2000,TS,Encounter,0,0,$0.00 ,0,0,0
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,$0.00 ,0,0,0
,Crisis Intervention,,H2011,,15 Minutes,18,81,"$7,548.00 ",419,93,5
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,4,671,"$6,485.00 ",1621,10,168
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,TT,15 Minutes,0,0,$0.00 ,0,0,0
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,6,"37,269.00","$126,090.00 ",21015,3,6212
,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,1,"3,419.00","$9,679.00 ",9679,3,3419
,Community Living Supports (Daily),,H2016,,Per Diem,11,"2,915.00","$64,536.00 ",5867,22,265
,Community Living Supports (Daily),,H2016,TF,Per Diem,7,"1,532.00","$106,380.00 ",15197,69,219
,Community Living Supports (Daily),,H2016,TG,Per Diem,13,"2,603.00","$486,359.00 ",37412,187,200
,Behavior Services,,H2019,,15 Minutes,0,0,$0.00 ,0,0,0
,Wraparound,,H2021,,15 Minutes,0,0,$0.00 ,0,0,0
,Wraparound,,H2022,,Days,0,0,$0.00 ,0,0,0
,Supported Employment Services,,H2023,,15 minutes,39,"2,395.00","$73,088.00 ",1874,31,61
,Supported Employment Services,,H2023,TT,15 Minutes,0,0,$0.00 ,0,0,0
,Mental Health Therapy,,H2027,,15 Minutes,0,0,$0.00 ,0,0,0
Allegan,,,,,,,,,,,
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,1,"1,648.00","$3,795.00 ",3795,2,1648
,Substance Abuse: Outpatient Care,,H2035,,Hour,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Care,,H2036,,Days,0,0,$0.00 ,0,0,0
,Medication Review ,,M0064,,Encounter Face-to-Face,262,707,"$57,047.00 ",218,81,3
,Transportation,,S0209,,Per Mile,0,0,$0.00 ,0,0,0
,Transportation,,S0215,,Per Mile,0,0,$0.00 ,0,0,0
,Family Training,,S5110,,15 Minutes,0,0,$0.00 ,0,0,0
,Family Training,,S5111,,Encounter,0,0,$0.00 ,0,0,0
,Foster Care,,S5140,,Days,0,0,$0.00 ,0,0,0
,Foster Care,,S5145,,Days,0,0,$0.00 ,0,0,0
,Respite,,S5150,,15 Minutes,0,0,$0.00 ,0,0,0
,Respite,,S5151,,Per Diem,0,0,$0.00 ,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,$0.00 ,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,0,0,$0.00 ,0,0,0
,Environmental Modification ,,S5165,,Service,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,S9123,TT,Hour,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,S9124,TT,Hour,0,0,$0.00 ,0,0,0
,Health Services,,S9445,,Encounter,0,0,$0.00 ,0,0,0
,Health Services,,S9446,,Encounter,0,0,$0.00 ,0,0,0
,Health Services,,S9470,,Encounter,0,0,$0.00 ,0,0,0
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,$0.00 ,0,0,0
,Reidential Room and Board,,S9976,,Days,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,T1000,,Up to 15 min,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,$0.00 ,0,0,0
,Assessment,,T1001,,Encounter,0,0,$0.00 ,0,0,0
,Health Services,,T1002,,Up to 15 min,0,0,$0.00 ,0,0,0
,Respite Care,,T1005,,15 Minutes,0,0,$0.00 ,0,0,0
,Respite Care,,T1005,TD,15 Minutes,0,0,$0.00 ,0,0,0
,Respite Care,,T1005,TE,15 Minutes,0,0,$0.00 ,0,0,0
,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,$0.00 ,0,0,0
,Family Psycho-Education,,T1015,,Encounter,0,0,$0.00 ,0,0,0
,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,65,"2,747.00","$170,701.00 ",2626,62,42
,Targeted Case Management ,,T1017,,15 minutes,131,"7,186.00","$496,564.00 ",3791,69,55
,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,21,385,"$20,929.00 ",997,54,18
,Personal Care in Licensed Specialized Residential Setting,,T1020,,Days,25,"6,366.00","$47,256.00 ",1890,7,255
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Days,1,366,"$5,938.00 ",5938,16,366
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,1,337,"$59,852.00 ",59852,178,337
,Assessments,,T1023,,Encounter,188,235,"$38,998.00 ",207,166,1
,Enhanced Medical Supplies or Pharmacy,,T1999,,Items,0,0,$0.00 ,0,0,0
,Transportation,,T2001,,Encounter,0,0,$0.00 ,0,0,0
,Transportation,,T2002,,Per Diem,0,0,$0.00 ,0,0,0
,Transportation,,T2003,,Encounter / Trip,0,0,$0.00 ,0,0,0
,Transportation,,T2004,,Encounter,0,0,$0.00 ,0,0,0
,Transportation,,T2005,,Encounter,0,0,$0.00 ,0,0,0
,Fiscal Intermediary Services,,T2025,,Month,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,T2028,,Items,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,T2029,,Items,0,0,$0.00 ,0,0,0
,Community Living Supports-Therapeutic Camping,,T2036,,Encounter / Trip,0,0,$0.00 ,0,0,0
Allegan,,,,,,,,,,,
,Community Living Supports-Therapeutic Camping,,T2037,,Encounter / Trip,0,0,$0.00 ,0,0,0
,Housing Assistance,,T2038,,Month,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,T2039,,Items,0,0,$0.00 ,0,0,0
,Pharmacy (Drugs and Other Biologicals),,,,,0,0,$0.00 ,0,0,0
,Other,,,,,0,0,$0.00 ,0,0,0
,Aggregate for 'J' Codes,,ALL,,,44,0,"$45,354.00 ",1031,0,0
AuSable Valley,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,2,237,"$75,542.00 ",37771,319,119
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,"0100, 0101, 0114, 0124, 0134, 0154",,PT65,Days,0,0,$0.00 ,0,0,0
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,1,10,"$7,886.00 ",7886,789,10
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,23,147,"$106,593.00 ",4634,725,6
,Inpatient Hospital Ancillary Services - Room and Board,144,,,Days,0,0,$0.00 ,0,0,0
