CMH Name,DD Group Num,DD Serv Num,FirstOfService Description,FirstOfRevenue Code,FirstOfModifier,FirstOfHCPCS Code,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Totals,FirstOfDD Unique Consumers
Allegan,50,50,"ABA Group Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0366T,Each Additional 30 Minutes,0,0,0,0,14133815.62,572
Allegan,51,51,"ABA Group Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0367T,Encounter,0,0,0,0,14133815.62,572
Allegan,52,52,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0368T,Encounter,65,537,36110.13,37389.38,14133815.62,572
Allegan,53,53,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0369T,Encounter,64,1066,72277.57,75759.97,14133815.62,572
Allegan,54,54,"ABA Family Behavior Treatment Guidance
(Note: code retired 12/31/18)",,U5,0370T,First 60 Minutes,37,121,15084.48,15226.62,14133815.62,572
Allegan,55,55,"ABA Family Behavior Treatment Guidance
(Note: code retired 12/31/18)",,U5,0371T,Per 15 Minutes,0,0,0,0,14133815.62,572
Allegan,56,56,"ABA Adaptive Behavior Treatment Social Skills Group
(Note: code retired 12/31/18)",,U5,0372T,Each Additional 30 Minutes,0,0,0,0,14133815.62,572
Allegan,57,57,ABA Exposure Adaptive Behavior Treatment (reporting units changed effective 1/1/19 - see new line below),,U5,0373T,Encounter,2,41,5365.74,5365.74,14133815.62,572
Allegan,58,58,ABA Exposure Adaptive Behavior Treatment (reporting units of per 15 minutes effective 1/1/19),,U5,0373T,Encounter,1,959,29988.32,29988.32,14133815.62,572
Allegan,59,59,"ABA Exposure Adaptive Behavior Treatment
(Note: code retired 12/31/18)",,U5,0374T,Encounter,2,194,12685.89,12685.89,14133815.62,572
Allegan,60,60,Drug Screen,,,80305,Encounter,0,0,0,0,14133815.62,572
Allegan,61,61,Drug Screen,,,80306,Encounter,0,0,0,0,14133815.62,572
Allegan,62,62,Drug Screen,,,80307,Encounter,0,0,0,0,14133815.62,572
Allegan,63,63,Interactive Complexity - Add On Code,,,90785,Encounter,0,0,0,0,14133815.62,572
Allegan,64,64,Assessment for Autism,,U5,90785,Encounter,0,0,0,0,14133815.62,572
Allegan,65,65,Substance Abuse - Interactive Complexity - Add On Code,,HF,90785,Encounter,0,0,0,0,14133815.62,572
Allegan,66,66,Assessment,,,90791,Encounter,7,7,4063.03,12485.24,14133815.62,572
Allegan,67,67,Substance Use: Assessment,,HF,90791,Encounter,0,0,0,0,14133815.62,572
Allegan,68,68,Assessment for Autism,,U5,90791,Encounter,0,0,0,0,14133815.62,572
Allegan,69,69,Assessment,,,90792,30 Minutes,27,28,18439.64,112929.38,14133815.62,572
Allegan,70,70,Substance Use: Assessment,,HF,90792,30 Minutes,0,0,0,0,14133815.62,572
Allegan,71,71,Assessment for Autism,,U5,90792,30 Minutes,0,0,0,0,14133815.62,572
Allegan,72,72,Mental Health: Outpatient Care,,,90832,45 Minutes,45,201,18442.81,52479.06,14133815.62,572
Allegan,73,73,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,90832,45 Minutes,0,0,0,42864.68,14133815.62,572
Allegan,74,74,Assessment,,,90833,45 Minutes,0,0,0,0,14133815.62,572
Allegan,75,75,Mental Health: Outpatient Care,,,90834,60 Minutes,47,200,29788.54,143126.13,14133815.62,572
Allegan,76,76,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,90834,60 Minutes,0,0,0,76251.57,14133815.62,572
Allegan,77,77,Assessment,,,90836,60 Minutes,0,0,0,0,14133815.62,572
Allegan,78,78,Mental Health: Outpatient Care,,,90837,First 30-74 Min.,39,203,40256.34,329516.04,14133815.62,572
Allegan,79,79,Substance Use Disorder: Outpatient Care,,HF,90837,Each Additional 30 Minutes,0,0,0,147000.86,14133815.62,572
Allegan,80,80,Assessment,,,90838,Encounter,0,0,0,0,14133815.62,572
Allegan,81,81,Psychotherapy for Crisis First 60 Minutes,,,90839,Encounter,0,0,0,4525.02,14133815.62,572
Allegan,82,82,Psychotherapy for Crisis Each Additional 30 Minutes,,,90840,Encounter,0,0,0,0,14133815.62,572
Allegan,83,83,Therapy-Family Therapy,,,90846,Encounter,8,45,8834.33,20419.55,14133815.62,572
Allegan,84,84,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90846,Encounter,0,0,0,0,14133815.62,572
Allegan,85,85,Therapy-Family Therapy,,,90847,Encounter,10,31,6542.28,40690.5,14133815.62,572
Allegan,86,86,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90847,Encounter,0,0,0,0,14133815.62,572
Allegan,87,87,Therapy-Family Therapy,,,90849,Encounter,0,0,0,0,14133815.62,572
Allegan,88,88,Therapy-Family Therapy,,HS,90849,Encounter,0,0,0,0,14133815.62,572
Allegan,89,89,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90849,,0,0,0,0,14133815.62,572
Allegan,90,90,Therapy-Group Therapy,,,90853,Encounter,9,111,13374.12,70883.62,14133815.62,572
Allegan,91,91,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90853,Encounter,0,0,0,121938.46,14133815.62,572
Allegan,93,93,Additional Codes-ECT Physician,,,90870,Encounter,0,0,0,0,14133815.62,572
Allegan,94,94,Additional Codes-ECT Physician,0901,,90870,Encounter,0,0,0,0,14133815.62,572
Allegan,95,95,Assessments-Other,,,90887,Encounter,0,0,0,0,14133815.62,572
Allegan,96,96,Speech & Language Therapy,,,92507,Encounter,5,52,7122.34,9466.96,14133815.62,572
Allegan,97,97,Speech & Language Therapy,,,92508,Encounter,0,0,0,0,14133815.62,572
Allegan,98,98,Speech & Language Therapy,,,92521,Encounter,0,0,0,0,14133815.62,572
Allegan,99,99,Speech & Language Therapy,,,92522,Encounter,0,0,0,0,14133815.62,572
Allegan,100,100,Speech & Language Therapy,,,92523,First Hour,2,2,275.84,551.68,14133815.62,572
Allegan,101,101,Speech & Language Therapy,,,92524,Each Additional  30 Minutes,0,0,0,0,14133815.62,572
Allegan,102,102,Speech & Language Therapy,,,92526,Encounter,0,0,0,0,14133815.62,572
Allegan,103,103,Speech & Language Therapy,,,92607,Encounter,0,0,0,0,14133815.62,572
Allegan,104,104,Speech & Language Therapy,,,92608,First Hour,0,0,0,0,14133815.62,572
Allegan,105,105,Speech & Language Therapy,,,92609,Each Additional 15 Minutes,0,0,0,0,14133815.62,572
Allegan,106,106,Speech & Language Therapy,,,92610,Encounter,0,0,0,0,14133815.62,572
Allegan,107,107,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,,92626,Encounter,0,0,0,0,14133815.62,572
Allegan,108,108,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,,92627,Per Hour,0,0,0,0,14133815.62,572
Allegan,109,109,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,,92630,Hour,0,0,0,0,14133815.62,572
Allegan,110,110,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,,92633,Per Hour,0,0,0,0,14133815.62,572
Allegan,111,111,"Assessments - Testing
(Note: code retired 12/31/18)",,,96101,Hour,2,7,1063.65,1552.73,14133815.62,572
Allegan,112,112,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96101,Per Hour,1,2,348.83,348.83,14133815.62,572
Allegan,113,113,"Assessments - Testing
(Note: code retired 12/31/18)",,,96102,Encounter,0,0,0,0,14133815.62,572
Allegan,114,114,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96102,Encounter,0,0,0,0,14133815.62,572
Allegan,115,115,"Assessments - Testing
(Note: code retired 12/31/18)",,,96103,Encounter,0,0,0,0,14133815.62,572
Allegan,116,116,Assessments-Other,,,96105,First Hour,0,0,0,0,14133815.62,572
Allegan,117,117,Assessments-Other,,,96110,Each Additional 30 Minutes,0,0,0,0,14133815.62,572
Allegan,118,118,"Assessments - Other
(Note: code retired 12/31/18)",,,96111,Per Hour,0,0,0,0,14133815.62,572
Allegan,119,119,Assessments - Testing,,,96112,Per Hour,0,0,0,0,14133815.62,572
Allegan,120,120,Assessments - Testing,,,96113,Hour,0,0,0,0,14133815.62,572
Allegan,121,121,Neurobehavioral Status Exam,,,96116,Per Hour,0,0,0,0,14133815.62,572
Allegan,122,122,"Assessments - Testing
(Note: code retired 12/31/18)",,,96118,Hour,0,0,0,0,14133815.62,572
Allegan,123,123,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96118,Per Hour,0,0,0,0,14133815.62,572
Allegan,124,124,"Assessments - Testing
(Note: code retired 12/31/18)",,,96119,Each Additional Hour,0,0,0,0,14133815.62,572
Allegan,125,125,"Assessment for Autism
(Note: code retired 12/31/18)",,U5,96119,,0,0,0,0,14133815.62,572
Allegan,126,126,"Assessments - Testing
(Note: code retired 12/31/18)",,,96120,First Hour,0,0,0,0,14133815.62,572
Allegan,127,127,Assessments - Testing,,,96121,First Hour,0,0,0,0,14133815.62,572
Allegan,128,128,Assessments-Other,,,96127,Each Additional Hour,0,0,0,0,14133815.62,572
Allegan,129,129,Assessments - Testing,,,96130,Each Additional Hour,2,2,284.05,1951.34,14133815.62,572
Allegan,130,130,Assessment for Autism,,U5,96130,First Hour,16,19,2823.35,3605.11,14133815.62,572
Allegan,131,131,Assessments - Testing,,,96131,First Hour,1,3,489.08,815.13,14133815.62,572
Allegan,132,132,Assessment for Autism,,U5,96131,Each Additional Hour,8,21,3298.33,3298.33,14133815.62,572
Allegan,133,133,Assessments - Testing,,,96132,Each Additional Hour,0,0,0,0,14133815.62,572
Allegan,134,134,Assessment for Autism,,U5,96132,First 30 Minutes,0,0,0,592.24,14133815.62,572
Allegan,135,135,Assessments - Testing,,,96133,First 30 Minutes,0,0,0,0,14133815.62,572
Allegan,136,136,Assessment for Autism,,U5,96133,Each Additional 30 Minutes,0,0,0,2072.86,14133815.62,572
Allegan,137,137,Assessments - Testing,,,96136,Each Additional 30 Minutes,3,3,489.08,2261.22,14133815.62,572
Allegan,138,138,Assessment for Autism,,U5,96136,First 30 Minutes,0,0,0,414.57,14133815.62,572
Allegan,139,139,Assessments - Testing,,,96137,Each Additional 30 Minutes,1,2,163.03,326.06,14133815.62,572
Allegan,140,140,Assessment for Autism,,U5,96137,Encounter,0,0,0,1184.49,14133815.62,572
Allegan,141,141,Assessments - Testing,,,96138,Encounter,0,0,0,0,14133815.62,572
Allegan,142,142,Assessments - Testing,,,96139,15 Minutes,0,0,0,0,14133815.62,572
Allegan,143,143,Assessments - Testing,,,96146,15 Minutes,0,0,0,0,14133815.62,572
Allegan,144,144,Medication Administration,,,96372,15 Minutes,8,82,4145.65,30035.57,14133815.62,572
Allegan,145,145,Occupational or Physical Therapy,,,97110,15 Minutes,3,9,666.93,666.93,14133815.62,572
Allegan,146,146,Occupational or Physical Therapy,,,97112,15 Minutes,0,0,0,0,14133815.62,572
Allegan,147,147,Occupational or Physical Therapy,,,97113,15 Minutes,0,0,0,0,14133815.62,572
Allegan,148,148,Occupational or Physical Therapy,,,97116,Encounter,0,0,0,0,14133815.62,572
Allegan,149,149,Occupational or Physical Therapy,,,97124,15 Minutes,0,0,0,0,14133815.62,572
Allegan,150,150,Occupational or Physical Therapy,,,97140,15 Minutes,3,12,301.35,301.35,14133815.62,572
Allegan,151,151,Occupational or Physical Therapy,,,97150,15 Minutes,3,14,3198.79,4569.7,14133815.62,572
Allegan,152,152,"ABA Behavior Identification Assessment 
(new code effective 1/1/19)",,U5,97151,15 Minutes,73,893,33855.92,33998.06,14133815.62,572
Allegan,153,153,"ABA Adaptive Behavior Treatment 
(new code effective 1/1/19)",,U5,97153,15 Minutes,70,68189,1005186.94,1021562.51,14133815.62,572
Allegan,154,154,"ABA Group Adaptive Behavior Treatment
(new code effective 1/1/19)",,U5,97154,15 Minutes,0,0,0,0,14133815.62,572
Allegan,155,155,"ABA Clinical Observation and Direction of Adaptive Behavior Treatment
(new code effective 1/1/19)",,U5,97155,15 Minutes,70,8427,287573.78,291873.48,14133815.62,572
Allegan,156,156,"ABA Family Behavior Treatment Guidance
(new code effective 1/1/19)",,U5,97156,Encounter,66,1504,49084.15,49084.15,14133815.62,572
Allegan,157,157,"ABA Family Behavior Treatment Guidance
(new code effective 1/1/19)",,U5,97157,Encounter,0,0,0,0,14133815.62,572
Allegan,158,158,"ABA Adaptive Behavior Treatment Social Skills Group
(new code effective 1/1/19)",,U5,97158,Encounter,3,56,3411.43,4873.47,14133815.62,572
Allegan,159,159,Physical Therapy,,,97161,Encounter,0,0,0,0,14133815.62,572
Allegan,160,160,Physical Therapy,,,97162,Encounter,0,0,0,0,14133815.62,572
Allegan,161,161,Physical Therapy,,,97163,Encounter,0,0,0,0,14133815.62,572
Allegan,162,162,Physical Therapy,,,97164,Encounter,0,0,0,0,14133815.62,572
Allegan,163,163,Occupational Therapy,,,97165,Encounter,6,6,503.9,671.87,14133815.62,572
Allegan,164,164,Occupational Therapy,,,97166,15 Minutes,11,11,2454.65,2701.66,14133815.62,572
Allegan,165,165,Occupational Therapy,,,97167,15 Minutes,5,5,676.27,676.27,14133815.62,572
Allegan,166,166,Occupational Therapy,,,97168,15 Minutes,9,10,1420.31,1562.34,14133815.62,572
Allegan,167,167,Occupational or Physical Therapy,,,97530,15 Minutes,45,3641,85215.07,108037.65,14133815.62,572
Allegan,168,168,Occupational or Physical Therapy,,,97533,15 Minutes,3,11,312.47,312.47,14133815.62,572
Allegan,169,169,Occupational or Physical Therapy,,,97535,15 Minutes,8,34,768.2,768.2,14133815.62,572
Allegan,170,170,Occupational or Physical Therapy,,,97537,15 Minutes,1,2,64.22,64.22,14133815.62,572
Allegan,171,171,Occupational or Physical Therapy,,,97542,15 Minutes,0,0,0,0,14133815.62,572
Allegan,172,172,Occupational or Physical Therapy,,,97750,15 Minutes,0,0,0,0,14133815.62,572
Allegan,173,173,Occupational Therapy,,,97755,15 Minutes,0,0,0,0,14133815.62,572
Allegan,174,174,Occupational or Physical Therapy,,,97760,15 Minutes,0,0,0,0,14133815.62,572
Allegan,175,175,Prosthetic Training (Children's Waiver),,,97761,15 Minutes,0,0,0,0,14133815.62,572
Allegan,176,176,Occupational or Physical Therapy,,,97763,30 Minutes,1,4,158.09,158.09,14133815.62,572
Allegan,177,177,Assessment or Health Services,,,97802,Encounter,0,0,0,0,14133815.62,572
Allegan,178,178,Assessment or Health Services,,,97803,Encounter,0,0,0,0,14133815.62,572
Allegan,179,179,Health Services,,,97804,Encounter,0,0,0,0,14133815.62,572
Allegan,180,180,Substance Use Disorder: Acupuncture,,,97810,Encounter,0,0,0,0,14133815.62,572
Allegan,181,181,Substance Use Disorder: Acupuncture,,,97811,Encounter,0,0,0,0,14133815.62,572
Allegan,182,182,New Patient Evaluation and Management,,,99201,Encounter,0,0,0,0,14133815.62,572
Allegan,183,183,Substance Use Disorder: New Patient Evaluation and Management,,HF,99201,Encounter,0,0,0,0,14133815.62,572
Allegan,184,184,New Patient Evaluation and Management,,,99202,Encounter,0,0,0,0,14133815.62,572
Allegan,185,185,Substance Use Disorder: New Patient Evaluation and Management,,HF,99202,Encounter,0,0,0,0,14133815.62,572
Allegan,186,186,New Patient Evaluation and Management,,,99203,Encounter,0,0,0,0,14133815.62,572
Allegan,187,187,Substance Use Disorder: New Patient Evaluation and Management,,HF,99203,Encounter,0,0,0,1412.47,14133815.62,572
Allegan,188,188,New Patient Evaluation and Management,,,99204,Encounter,0,0,0,0,14133815.62,572
Allegan,189,189,Substance Use Disorder: New Patient Evaluation and Management,,HF,99204,Encounter,0,0,0,0,14133815.62,572
Allegan,190,190,New Patient Evaluation and Management,,,99205,Encounter,0,0,0,0,14133815.62,572
Allegan,191,191,Substance Use Disorder: New Patient Evaluation and Management,,HF,99205,Encounter,0,0,0,0,14133815.62,572
Allegan,192,192,Established Patient Evaluation and Management,,,99211,Encounter,0,0,0,0,14133815.62,572
Allegan,193,193,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99211,Encounter,0,0,0,0,14133815.62,572
Allegan,194,194,Established Patient Evaluation and Management,,,99212,Encounter,4,4,869.48,3080.8,14133815.62,572
Allegan,195,195,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99212,Encounter,0,0,0,11416.88,14133815.62,572
Allegan,196,196,Established Patient Evaluation and Management,,,99213,Encounter,175,711,122953.38,400074.66,14133815.62,572
Allegan,197,197,Sustance Abuse: Established Patient Evaluation and Management,,HF,99213,Encounter,0,0,0,7572.79,14133815.62,572
Allegan,198,198,Established Patient Evaluation and Management,,,99214,Encounter,5,9,1771.12,8708.81,14133815.62,572
Allegan,199,199,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99214,30 Minutes,0,0,0,282.51,14133815.62,572
Allegan,200,200,Established Patient Evaluation and Management,,,99215,50 Minutes,0,0,0,0,14133815.62,572
Allegan,201,201,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99215,70 Minutes,0,0,0,0,14133815.62,572
Allegan,202,202,Additional Codes-Physician Services,,,99221,15 Minutes,0,0,0,1135.81,14133815.62,572
Allegan,203,203,Additional Codes-Physician Services,,,99222,25 minutes,0,0,0,617.53,14133815.62,572
Allegan,204,204,Additional Codes-Physician Services,,,99223,35 Minutes,0,0,0,2454.34,14133815.62,572
Allegan,205,205,Additional Codes-Physician Services,,,99224,15 Minutes,0,0,0,0,14133815.62,572
Allegan,206,206,Additional Codes-Physician Services,,,99225,25 minutes,0,0,0,0,14133815.62,572
Allegan,207,207,Additional Codes-Physician Services,,,99226,35 Minutes,0,0,0,0,14133815.62,572
Allegan,208,208,Additional Codes-Physician Services,,,99231,<= 30 Minutes,1,2,27.59,7317.9,14133815.62,572
Allegan,209,209,Additional Codes-Physician Services,,,99232,> 30 Minutes,1,6,107.51,6674.54,14133815.62,572
Allegan,210,210,Additional Codes-Physician Services,,,99233,15 Minutes,0,0,0,7490.04,14133815.62,572
Allegan,211,211,Additional Codes-Physician Services,,,99238,30 Minutes,0,0,0,551.25,14133815.62,572
Allegan,212,212,Additional Codes-Physician Services,,,99239,40 Minutes,1,1,26.39,2574.58,14133815.62,572
Allegan,213,213,Substance Use Disorder: Physician Consultations,,HF,99241,60 Minutes,0,0,0,0,14133815.62,572
Allegan,214,214,Substance Use Disorder: Physician Consultations,,HF,99242,80 Minutes,0,0,0,0,14133815.62,572
Allegan,215,215,Substance Use Disorder: Physician Consultations,,HF,99243,20 Minutes,0,0,0,0,14133815.62,572
Allegan,216,216,Substance Use Disorder: Physician Consultations,,HF,99244,40 Minutes,0,0,0,0,14133815.62,572
Allegan,217,217,Substance Use Disorder: Physician Consultations,,HF,99245,55 Minutes,0,0,0,0,14133815.62,572
Allegan,218,218,Substance Use Disorder: Physician Consultations,,HF,99251,80 Minutes,0,0,0,0,14133815.62,572
Allegan,219,219,Substance Use Disorder: Physician Consultations,,HF,99252,110 Minutes,0,0,0,0,14133815.62,572
Allegan,220,220,Substance Use Disorder: Physician Consultations,,HF,99253,25 minutes,0,0,0,0,14133815.62,572
Allegan,221,221,Substance Use Disorder: Physician Consultations,,HF,99254,35 Minutes,0,0,0,0,14133815.62,572
Allegan,222,222,Substance Use Disorder: Physician Consultations,,HF,99255,45 Minutes,0,0,0,0,14133815.62,572
Allegan,223,223,Nursing Facility Services evaluation and management,,,99304,10 Minutes,0,0,0,0,14133815.62,572
Allegan,224,224,Nursing Facility Services evaluation and management,,,99305,15 Minutes,0,0,0,0,14133815.62,572
Allegan,225,225,Nursing Facility Services evaluation and management,,,99306,25 minutes,0,0,0,0,14133815.62,572
Allegan,226,226,Nursing Facility Services evaluation and management,,,99307,35 Minutes,0,0,0,0,14133815.62,572
Allegan,227,227,Nursing Facility Services evaluation and management,,,99308,Encounter,0,0,0,0,14133815.62,572
Allegan,228,228,Nursing Facility Services evaluation and management,,,99309,Encounter,0,0,0,0,14133815.62,572
Allegan,229,229,Nursing Facility Services evaluation and management,,,99310,Encounter,0,0,0,0,14133815.62,572
Allegan,230,230,Assessment,,,99324,Encounter,0,0,0,0,14133815.62,572
Allegan,231,231,Assessment,,,99325,Encounter,0,0,0,0,14133815.62,572
Allegan,232,232,Assessment,,,99326,Encounter,0,0,0,0,14133815.62,572
Allegan,233,233,Assessment,,,99327,Encounter,0,0,0,0,14133815.62,572
Allegan,234,234,Assessment,,,99328,Encounter,0,0,0,0,14133815.62,572
Allegan,235,235,Assessment,,,99334,Encounter,2,7,915.67,1656.7,14133815.62,572
Allegan,236,236,Assessment,,,99335,Encounter,0,0,0,0,14133815.62,572
Allegan,237,237,Assessment,,,99336,Encounter,0,0,0,0,14133815.62,572
Allegan,238,238,Assessment,,,99337,Encounter,0,0,0,0,14133815.62,572
Allegan,239,239,Assessment,,,99341,Encounter,0,0,0,0,14133815.62,572
Allegan,240,240,Assessment,,,99342,Encounter,0,0,0,0,14133815.62,572
Allegan,241,241,Assessment,,,99343,Encounter,0,0,0,0,14133815.62,572
Allegan,242,242,Assessment,,,99344,Encounter,0,0,0,0,14133815.62,572
Allegan,243,243,Assessment,,,99345,Encounter,0,0,0,0,14133815.62,572
Allegan,244,244,Assessment,,,99347,Encounter,0,0,0,0,14133815.62,572
Allegan,245,245,Assessment,,,99348,Encounter,0,0,0,0,14133815.62,572
Allegan,246,246,Assessment,,,99349,15 Minutes,0,0,0,0,14133815.62,572
Allegan,247,247,Assessment,,,99350,Per mile,0,0,0,0,14133815.62,572
Allegan,248,248,Medication Administration,,,99506,Per mile,0,0,0,0,14133815.62,572
