CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost
Allegan,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0
Allegan,Therapy-Family Therapy,,90846,,Encounter,0,0,0
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0
Allegan,Therapy-Family Therapy,,90847,,Encounter,3,6,1294
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0
Allegan,Therapy-Family Therapy,,90849,,Encounter,0,0,0
Allegan,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0
Allegan,Therapy-Group Therapy,,90853,,Encounter,34,369,83892
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0
Allegan,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0
Allegan,Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0
Allegan,Assessments-Other,,90887,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92507,,Encounter,1,8,1501
Allegan,Speech & Language Therapy ,,92508,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92521,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92522,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92523,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92524,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92526,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92607,,First Hour,0,0,0
Allegan,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0
Allegan,Speech & Language Therapy ,,92609,,Encounter,0,0,0
Allegan,Speech & Language Therapy ,,92610,,Encounter,0,0,0
Allegan,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,6,6,877
Allegan,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0
Allegan,Psychological Testing by Comp ,,96103,,Per Hour,12,13,1659
Allegan,Assessments-Other,,96105,,Encounter,0,0,0
Allegan,Assessments-Other,,96110,,Encounter,0,0,0
Allegan,Assessments-Other,,96111,,Encounter,0,0,0
Allegan,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0
Allegan,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0
Allegan,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0
Allegan,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0
Allegan,Assessments-Other,,96127,,,0,0,0
Allegan,Medication Administration,,96372,,Encounter,50,520,27337
Allegan,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97150,,Encounter,0,0,0
Allegan,Physical Therapy,,97161,,Encounter,0,0,0
Allegan,Physical Therapy,,97162,,Encounter,0,0,0
Allegan,Physical Therapy,,97163,,Encounter,0,0,0
Allegan,Physical Therapy,,97164,,Encounter,0,0,0
Allegan,Occupational Therapy,,97165,,Encounter,0,0,0
Allegan,Occupational Therapy,,97166,,Encounter,0,0,0
Allegan,Occupational Therapy,,97167,,Encounter,0,0,0
Allegan,Occupational Therapy,,97168,,Encounter,0,0,0
Allegan,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0
Allegan,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0
Allegan,Occupational Therapy,,97755,,15 Minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0
Allegan,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0
Allegan,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0
Allegan,Assessment or Health Services,,97802,,15 Minutes,0,0,0
Allegan,Assessment or Health Services,,97803,,15 Minutes,0,0,0
Allegan,Health Services,,97804,,30 Minutes,0,0,0
Allegan,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0
Allegan,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0
Allegan,New Patient Evaluation and Management,,99201,,Encounter,0,0,0
Allegan,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0
Allegan,New Patient Evaluation and Management,,99202,,Encounter,0,0,0
Allegan,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0
Allegan,New Patient Evaluation and Management,,99203,,Encounter,0,0,0
Allegan,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0
Allegan,New Patient Evaluation and Management,,99204,,Encounter,0,0,0
Allegan,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0
Allegan,New Patient Evaluation and Management,,99205,,Encounter,0,0,0
Allegan,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0
Allegan,Established Patient Evaluation and Management,,99211,,Encounter,2,5,1083
Allegan,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0
Allegan,Established Patient Evaluation and Management,,99212,,Encounter,14,14,1745
Allegan,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0
Allegan,Established Patient Evaluation and Management,,99213,,Encounter,382,1379,199079
Allegan,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0
Allegan,Established Patient Evaluation and Management,,99214,,Encounter,32,35,9700
Allegan,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0
Allegan,Established Patient Evaluation and Management,,99215,,Encounter,47,48,15311
Allegan,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0
Allegan,Additional Codes-Physician Services,,99221,,30 Minutes,3,3,246
Allegan,Additional Codes-Physician Services,,99222,,50 Minutes,5,5,493
Allegan,Additional Codes-Physician Services,,99223,,70 Minutes,17,20,2148
Allegan,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0
Allegan,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0
Allegan,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0
Allegan,Additional Codes-Physician Services,,99231,,15 Minutes,14,38,2342
Allegan,Additional Codes-Physician Services,,99232,,25 minutes,19,70,7218
Allegan,Additional Codes-Physician Services,,99233,,35 Minutes,16,61,5637
Allegan,Additional Codes-Physician Services,,99238,,<= 30 Minutes,8,8,515
Allegan,Additional Codes-Physician Services,,99239,,> 30 Minutes,14,17,1713
Allegan,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0
Allegan,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0
Allegan,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0
Allegan,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0
Allegan,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0
Allegan,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0
Allegan,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0
Allegan,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0
Allegan,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0
Allegan,Assessment,,99324,,Encounter,0,0,0
Allegan,Assessment,,99325,,Encounter,0,0,0
Allegan,Assessment,,99326,,Encounter,0,0,0
Allegan,Assessment,,99327,,Encounter,0,0,0
Allegan,Assessment,,99328,,Encounter,0,0,0
Allegan,Assessment,,99334,,Encounter,1,1,52
Allegan,Assessment,,99335,,Encounter,0,0,0
Allegan,Assessment,,99336,,Encounter,0,0,0
Allegan,Assessment,,99337,,Encounter,0,0,0
Allegan,Assessment,,99341,,Encounter,0,0,0
Allegan,Assessment,,99342,,Encounter,0,0,0
Allegan,Assessment,,99343,,Encounter,0,0,0
Allegan,Assessment,,99344,,Encounter,0,0,0
Allegan,Assessment,,99345,,Encounter,0,0,0
Allegan,Assessment,,99347,,Encounter,0,0,0
Allegan,Assessment,,99348,,Encounter,0,0,0
Allegan,Assessment,,99349,,Encounter,0,0,0
Allegan,Assessment,,99350,,Encounter,0,0,0
Allegan,Medication Administration,,99506,,Encounter,0,0,0
Allegan,Medication Management,,99605,,15 Minutes,0,0,0
Allegan,Transportation,,A0080,,Per mile,0,0,0
Allegan,Transportation,,A0090,,Per mile,0,0,0
Allegan,Transportation,,A0100,,Per one-way trip,0,0,0
Allegan,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0
Allegan,Transportation,,A0110,,Per one-way trip,0,0,0
Allegan,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0
Allegan,Transportation,,A0120,,Per one-way trip,0,0,0
Allegan,Transportation,,A0130,,Per one-way trip,0,0,0
Allegan,Transportation,,A0140,,Per one-way trip,0,0,0
Allegan,Transportation,,A0170,,,0,0,0
Allegan,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0
Allegan,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0
Allegan,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0
Allegan,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0
Allegan,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0
Allegan,Occupational Therapy,,G0515,,15 Minutes,0,0,0
Allegan,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0
Allegan,Assessment ,,H0002,,Encounter,1,1,148
Allegan,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0
Allegan,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0
Allegan,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0
Allegan,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0
Allegan,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0
Allegan,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0
Allegan,Crisis Residential Services,,H0018,,Day,114,566,277615
Allegan,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0
Allegan,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0
Allegan,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0
Allegan,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0
Allegan,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0
Allegan,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0
Allegan,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0
Allegan,Assessment ,,H0031,,Encounter,250,267,88625
Allegan,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,6,6,1990
Allegan,Treatment Planning,,H0032,,Encounter,192,208,55951
Allegan,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,133,154,41628
Allegan,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0
Allegan,Health Services,,H0034,,15 Minutes,0,0,0
Allegan,Home Based Services,,H0036,,15 Minutes,2,98,7523
Allegan,Home Based Services,,H0036,ST,15 Minutes,0,0,0
Allegan,Peer Directed and Operated Support Services,,H0038,,15 minutes,8,77,7838
Allegan,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0
Allegan,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0
Allegan,Peer Directed and Operated Support Services,,NA,,,0,0,0
Allegan,Assertive Community Treatment (ACT),,H0039,,15 Minutes,65,5330,368207
Allegan,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,3,17,1139
Allegan,Community Living Supports in Independent living/own home,,H0043,,Per Diem,0,0,0
Allegan,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,1,307,36728
Allegan,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0
Allegan,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,2,507,81806
Allegan,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0
Allegan,Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,0,0,0
Allegan,Respite,,H0045,,Day,2,15,1606
Allegan,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0
Allegan,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0
Allegan,Behavior Treatment Plan Review,,H2000,,Encounter,7,25,3206
Allegan,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,7,21,2693
Allegan,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0
Allegan,Crisis Intervention,,H2011,,15 Minutes,8,22,1169
Allegan,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0
Allegan,Crisis Intervention,,H2011,TJ,15 Minutes,0,0,0
Allegan,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,4,2299,10917
Allegan,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0
Allegan,Community Living Supports (15 Minutes),,H2015,,15 Minutes,32,49400,211663
Allegan,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,4,15391,35094
Allegan,Community Living Supports (Daily),,H2016,,Per Diem,57,16525,2429226
Allegan,Behavior Services,,H2019,,15 Minutes,13,265,12488
Allegan,Behavior Services,,H2019,TT,15 Minutes,13,669,31591
Allegan,Wraparound,,H2021,,15 Minutes,0,0,0
Allegan,Wraparound (SED Waiver),,H2022,,Day,0,0,0
Allegan,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0
Allegan,Supported Employment Services,,H2023,,15 minutes,29,573,56263
Allegan,Mental Health Therapy,,H2027,,15 Minutes,0,0,0
Allegan,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0
Allegan,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0
Allegan,Home Based Services,,H2033,,15 Minutes,0,0,0
Allegan,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0
Allegan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0
Allegan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0
Allegan,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0
Allegan,Transportation,,S0209,,Per Mile,0,0,0
Allegan,Transportation,,S0215,,Per Mile,0,0,0
Allegan,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0
Allegan,Family Training - EBP,,S5110,,15 Minutes,0,0,0
Allegan,Family Training,,S5111,,Encounter,1,15,2079
Allegan,Family Training,,S5111,HA,Encounter,0,0,0
Allegan,Family Training,,S5111,HM,Encounter,0,0,0
Allegan,Foster Care,,S5140,,Day,0,0,0
Allegan,Foster Care,,S5145,,Day,0,0,0
Allegan,Respite,,S5150,,15 Minutes,0,0,0
Allegan,Respite,,S5151,,Per Diem,0,0,0
Allegan,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0
Allegan,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0
Allegan,Environmental Modification ,,S5165,,Service,0,0,0
Allegan,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0
Allegan,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0
Allegan,Health Services,,S9445,,Encounter,1,1,433
Allegan,Health Services,,S9446,,Encounter,0,0,0
Allegan,Health Services,,S9470,,Encounter,0,0,0
Allegan,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0
Allegan,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0
Allegan,Intensive Crisis Stabilization-Enrolled Program,,S9484,TJ,Hour,0,0,0
Allegan,Residential Room and Board,,S9976,,Day,0,0,0
Allegan,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0
Allegan,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0
Allegan,Private Duty Nursing,,T1000,TD,Up to 15 min,1,3346,35521
Allegan,Private Duty Nursing,,T1000,TE,Up to 15 min,1,3963,35754
Allegan,Assessment,,T1001,,Encounter,2,2,346
Allegan,Health Services,,T1002,,Up to 15 min,3,14,698
Allegan,Respite Care,,T1005,,15 Minutes,4,989,4921
Allegan,Respite Care,,T1005,TD,15 Minutes,0,0,0
Allegan,Respite Care,,T1005,TE,15 Minutes,0,0,0
Allegan,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0
Allegan,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0
Allegan,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0
Allegan,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0
Allegan,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0
Allegan,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,98,1568,188626
Allegan,Targeted Case Management ,,T1017,,15 minutes,220,3821,374993
Allegan,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,32,527,52633
Allegan,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,57,16535,417109
Allegan,Assessments,,T1023,,Encounter,237,317,54562
Allegan,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0
Allegan,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0
Allegan,Transportation,,T2001,,Encounter,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0
Allegan,Transportation,,T2002,,Per Diem,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0
Allegan,Transportation,,T2003,,Encounter / Trip,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0
Allegan,Transportation,,T2004,,Encounter,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0
Allegan,Transportation,,T2005,,Encounter,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0
Allegan,Out of Home Prevocational Service,,T2015,,Hour,0,0,0
Allegan,Prevention Services - Direct Model ,,T2024,,,0,0,0
Allegan,Fiscal Intermediary Services,,T2025,,Month,17,141,14555
Allegan,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0
Allegan,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0
Allegan,Respite Care,,T2036,,Per session. One night = one session,0,0,0
Allegan,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0
Allegan,Housing Assistance,,T2038,,Service,0,0,0
Allegan,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0
Allegan,Goods and Services ,,T5999,HK,Per Item,0,0,0
Allegan,Wraparound Services,,T5999,,Per Item,0,0,0
Allegan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0
Allegan,Other,,,,,0,0,0
Allegan,Aggregate for 'J' Codes,,ALL,,,1,0,2267
AuSable Valley,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,,PT68,Day,0,0,0
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,,PT68,Day,0,0,0
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,56,446,409545
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,0,0,0
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,30,206,186976
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0
AuSable Valley,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0
AuSable Valley,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0
