CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Therapy-Individual Therapy,,90813,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90813,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90814,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90814,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90815,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90815,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90816,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90817,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90818,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90819,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90821,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90822,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90823,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90824,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90826,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Psychotherapy (Individual Therapy),,90826,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90827,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90828,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90829,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Family Therapy,,90846,,Encounter,2.00,2.00,195.00,98,98,1
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Family Therapy,,90847,,Encounter,4.00,10.00,"1,303.00",326,130,3
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Family Therapy,,90849,,Encounter,0.00,0.00,0.00,0,0,0
Allegan,,,,,,,,,,,
,Therapy-Family Therapy,,90849,HS,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Group Therapy,,90853,,Encounter,52.00,753.00,"81,407.00",1566,108,14
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Group Therapy,,90857,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90857,,Encounter,0.00,0.00,0.00,0,0,0
,Medication Review ,,90862,,Encounter,254.00,"1,069.00","110,009.00",433,103,4
,Substance Abuse: Medication Review,"0900, 0914, 0915, 0916, 0919",90862,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-ECT Physician,,90870,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-ECT Physician,901,90870,,Encounter,0.00,0.00,0.00,0,0,0
,Assessments-Other,,90887,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92506,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92507,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92508,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92526,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92610,,Encounter,0.00,0.00,0.00,0,0,0
,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,10.00,19.00,"3,294.00",329,173,2
,Psychological Testing by Technician ,,96102,,Per Hour,0.00,0.00,0.00,0,0,0
,Psychological Testing by Comp ,,96103,,Per Hour,0.00,0.00,0.00,0,0,0
,Assessments-Other,,96105,,Encounter,0.00,0.00,0.00,0,0,0
,Assessments-Other,,96110,,Encounter,0.00,0.00,0.00,0,0,0
,Assessments-Other,,96111,,Encounter,0.00,0.00,0.00,0,0,0
,Neurobehavioral Status Exam (Children's Waiver),,96116,,Per Hour,0.00,0.00,0.00,0,0,0
,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0.00,0.00,0.00,0,0,0
,Neuropsych test by Tech ,,96119,,Per Hour,0.00,0.00,0.00,0,0,0
,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0.00,0.00,0.00,0,0,0
,Medication Administration,,96372,,Encounter,16.00,251.00,"27,552.00",1722,110,16
,Physical Therapy,,97001,,Encounter,0.00,0.00,0.00,0,0,0
,Physical Therapy,,97002,,Encounter,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97003/ 97004,,Encounter,1.00,1.00,144.00,144,144,1
,Occupational or Physical Therapy,,97110,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97112,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97113,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97116,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97124,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97140,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97150,,Encounter,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97530,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97532,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97533,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97535,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97537,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97542,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97703,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97750,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97755,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97760,,15 Minutes,0.00,0.00,0.00,0,0,0
Allegan,,,,,,,,,,,
,C/O for Orthotic/Prosth Use ,,97762,,15 minutes,0.00,0.00,0.00,0,0,0
,Assessment or Health Services,,97802,,15 Minutes,0.00,0.00,0.00,0,0,0
,Assessment or Health Services,,97803,,15 Minutes,0.00,0.00,0.00,0,0,0
,Health Services,,97804,,30 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Accupuncture,,97810,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Accupuncture,,97811,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99201,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99202,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99203,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99203,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99204,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99204,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99205,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99205,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services  Medication Administration,,99211,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99212,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99213,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99214,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99215,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99221,,30 Minutes,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99222,,50 Minutes,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99223,,70 Minutes,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99231,,15 Minutes,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99232,,25 minutes,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99233,,35 Minutes,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99241,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99253,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99254,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99255,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99274,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0.00,0.00,0.00,0,0,0
,Medication Administration,,99506,,Encounter,0.00,0.00,0.00,0,0,0
,Medicaition Administration (Children's Waiver),,99506,,Encounter,0.00,0.00,0.00,0,0,0
,Medication Management,,99605,,15 Minutes,0.00,0.00,0.00,0,0,0
,Transportation,,A0080,,Per mile,0.00,0.00,0.00,0,0,0
,Transportation,,A0090,,Per mile,0.00,0.00,0.00,0,0,0
,Transportation,,A0100,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Substance Abuse: Transportation,,A0100,,Per one-way trip,0.00,0.00,0.00,0,0,0
Allegan,,,,,,,,,,,
,Transportation,,A0110,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Substance Abuse: Transportation,,A0110,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0120,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0130,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0140,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0170,,,0.00,0.00,0.00,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,0.00,0.00,0.00,0,0,0
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0.00,0.00,0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0.00,0.00,0.00,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0.00,0.00,0.00,0,0,0
,Assessment ,,H0002,,Encounter,25.00,30.00,"1,650.00",66,55,1
,Substance Abuse: Individual Assessment,,H0002,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse:Laboratory,,H0003,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Case Management,,H0006,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Care,906,H0015,,Days,0.00,0.00,0.00,0,0,0
,Crisis Residential Services,,H0018,,Days,2.00,7.00,"3,093.00",1547,442,4
,Substance Abuse: Residential,1002,H0018,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Residential,1002,H0019,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Methadone,,H0020,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Early Intervention,,H0022,,Encounter,0.00,0.00,0.00,0,0,0
,Peer Directed and Operated Support Services,,H0023,,Encounter,0.00,0.00,0.00,0,0,0
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,3.00,35.00,"12,581.00",4194,359,12
,Crisis Intervention,,H0030,,Per Service,0.00,0.00,0.00,0,0,0
,Assessment ,,H0031,,Encounter,361.00,394.00,"116,985.00",324,297,1
,Treatment Planning,,H0032,,Encounter,389.00,816.00,"87,216.00",224,107,2
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,H0034,,15 Minutes,0.00,0.00,0.00,0,0,0
,Home Based Services,,H0036,,15 Minutes,3.00,232.00,"11,237.00",3746,48,77
,Home Based Services,,H0036,ST,15 Minutes,0.00,0.00,0.00,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,1.00,26.00,"2,085.00",2085,80,26
,Substance Abuse: Recovery Support Services,,H0038,,15 Minutes,0.00,0.00,0.00,0,0,0
,Peer Directed and Operated Support Services,,NA,,,17.00,0.00,"118,083.00",6946,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,154.00,"9,844.00","493,700.00",3206,50,64
,Community Living Supports in Independent living/own home,,H0043,,Per diem,1.00,67.00,"5,572.00",5572,83,67
,Respite,,H0045,,Days,1.00,4.00,225.00,225,56,4
,Substance Abuse:Laboratory (cells now unlocked),,H0048,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Individual Assessment,,H0049,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,,H0050,,15 Minutes,0.00,0.00,0.00,0,0,0
,Behavior Treatment Plan Review,,H2000,,Encounter,3.00,5.00,950.00,317,190,2
Allegan,,,,,,,,,,,
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0.00,0.00,0.00,0,0,0
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0.00,0.00,0.00,0,0,0
,Crisis Intervention,,H2011,,15 Minutes,13.00,56.00,"1,966.00",151,35,4
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,6.00,"5,068.00","34,445.00",5741,7,845
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,10.00,"22,019.00","77,664.00",7766,4,2202
,Community Living Supports (Daily),,H2016,,Per Diem,10.00,"2,215.00","54,190.00",5419,24,222
,Community Living Supports (Daily),,H2016,TF,Per Diem,11.00,"2,921.00","273,755.00",24887,94,266
,Community Living Supports (Daily),,H2016,TG,Per Diem,17.00,"2,912.00","530,535.00",31208,182,171
,Behavior Services,,H2019,,15 Minutes,0.00,0.00,0.00,0,0,0
,Behavior Services,,H2019,TT,15 Minutes,0.00,0.00,0.00,0,0,0
,Crisis Intervention,,H2020,,Days,0.00,0.00,0.00,0,0,0
,Wraparound,,H2021,,15 Minutes,0.00,0.00,0.00,0,0,0
,Wraparound,,H2022,,Days,0.00,0.00,0.00,0,0,0
,Supported Employment Services,,H2023,,15 minutes,35.00,"2,182.00","61,728.00",1764,28,62
,Supported Employment Services,,H2023,TT,15 Minutes,0.00,0.00,0.00,0,0,0
,Mental Health Therapy,,H2027,,15 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,15 Minutes,0.00,0.00,0.00,0,0,0
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,1.00,256.00,768.00,768,3,256
,Home Based Services,,H2033,,15 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Hour,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Per Diem,0.00,0.00,0.00,0,0,0
,Medication Review ,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",201.00,632.00,"71,255.00",355,113,3
,Transportation,,S0209,,Per Mile,0.00,0.00,0.00,0,0,0
,Transportation,,S0215,,Per Mile,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,S0215,,Per Mile,0.00,0.00,0.00,0,0,0
,Family Training - EBP,,S5110,,15 Minutes,0.00,0.00,0.00,0,0,0
,Family Training,,S5111,,Encounter,1.00,2.00,"2,476.00",2476,1238,2
,Family Training,,S5111,HA,Encounter,0.00,0.00,0.00,0,0,0
,Foster Care,,S5140,,Days,0.00,0.00,0.00,0,0,0
,Foster Care,,S5145,,Days,0.00,0.00,0.00,0,0,0
,Respite,,S5150,,15 Minutes,0.00,0.00,0.00,0,0,0
,Respite,,S5151,,Per Diem,0.00,0.00,0.00,0,0,0
,Respite (Children's Waiver),,S5151,TT,Per diem,0.00,0.00,0.00,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,0.00,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,0.00,0.00,0.00,0,0,0
,Environmental Modification ,,S5165,,Service,0.00,0.00,0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,S9445,,Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,S9446,,Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,S9470,,Encounter,0.00,0.00,0.00,0,0,0
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0.00,0.00,0.00,0,0,0
,Reidential Room and Board,,S9976,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0.00,0.00,0.00,0,0,0
,Assessment,,T1001,,Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,T1002,,Up to 15 min,0.00,0.00,0.00,0,0,0
Allegan,,,,,,,,,,,
,Respite Care,,T1005,,15 Minutes,3.00,714.00,242.00,81,0,238
,Respite Care,,T1005,TD,15 Minutes,0.00,0.00,0.00,0,0,0
,Respite Care,,T1005,TE,15 Minutes,0.00,0.00,0.00,0,0,0
,Respite Care (Children's Waiver),,T1005,TT,15 minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Recovery Support Services,"0900, 0906, 0914, 0915, 0916, 0919",T1012,,Encounter,0.00,0.00,0.00,0,0,0
,Family Psycho-Education - EBP,,T1015,,Encounter,0.00,0.00,0.00,0,0,0
,Supports Coordination,,T1016,,15 minutes,148.00,"5,274.00","383,148.00",2589,73,36
,Targeted Case Management ,,T1017,,15 minutes,78.00,"2,912.00","252,255.00",3234,87,37
,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,36.00,577.00,"32,292.00",897,56,16
,Personal Care in Licensed Specialized Residential Setting,,T1020,,Days,29.00,"6,733.00","54,826.00",1891,8,232
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Days,5.00,939.00,"64,455.00",12891,69,188
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,0.00,0.00,0.00,0,0,0
,Assessments,,T1023,,Encounter,154.00,192.00,"32,346.00",210,168,1
,Enhanced Medical Supplies or Pharmacy,,T1999,,Items,0.00,0.00,0.00,0,0,0
,Transportation,,T2001,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,T2001,,Encounter,0.00,0.00,0.00,0,0,0
