"CMH Name","MIA Group Num","MIA Serv Num","FirstOfService Description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIA-Cases","SumOfMIA-Units","SumOfMIA-Cost","SumOfOther Cost","FirstOfMIA Totals","FirstOfMIA Unique Consumers"
"Allegan",26,26,"Inpatient Hospital Ancillary Services - Speech-Language Pathology","0440-0444",,,"# of treatments",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",27,27,"Inpatient Hospital Ancillary Services - Emergency Room","0450",,,"# of visits",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",28,28,"Inpatient Hospital Ancillary Services - Pulmonary Function","0460",,,"# of tests",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",29,29,"Inpatient Hospital Ancillary Services - Audiology","0470-0472",,,"# of tests",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",30,30,"Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT)","0610-0611",,,"# of tests",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",31,31,"Inpatient Hospital Ancillary Services - Pharmacy","0636",,,"# of units",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",32,32,"ECT Recovery Room","0710",,,,0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",33,33,"Inpatient Hospital Ancillary Services -EKG/ECG","0730-0731",,,"# of tests",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",34,34,"Inpatient Hospital Ancillary Services - EEG","0740",,,"# of tests",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",35,35,"Crisis Observation Care","0762",,,"Hour",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",36,36,"Additional Codes-ECT Facility Charge","0901",,,"Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",37,37,"Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services","0900, 0902-0904, 0911, 0914-0919",,,"# of visits",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",38,38,"Outpatient Partial Hospitalization","0912",,,"Day",9.00,45.00,14256.00,21937.00,7115501.00,880.00
"Allegan",39,39,"Outpatient Partial Hospitalization","0913",,,"Day",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",40,40,"Inpatient Hospital Ancillary Services - Other Diagnosis Services","0925",,,"# of tests",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",41,41,"Inpatient Hospital Ancillary Services - Other Therapeutic Services","0940-0942",,,"# of visits",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",42,42,"Additional Codes-ECT Anesthesia",,,"00104","Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",43,43,"Additional Codes-ECT Anesthesia","0901",,"00104","Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",58,58,"Drug Screen",,,"80305","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",59,59,"Drug Screen",,,"80306","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",60,60,"Drug Screen",,,"80307","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",61,61,"Interactive Complexity - Add On Code",,,"90785","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",63,63,"Substance Abuse - Interactive Complexity - Add On Code",,"HF","90785","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",64,64,"Assessment",,,"90791
","Encounter",8.00,8.00,4587.00,5321.00,7115501.00,880.00
"Allegan",65,65,"Substance Use: Assessment",,"HF","90791","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",67,67,"Assessment",,,"90792","Encounter",69.00,69.00,42357.00,86094.00,7115501.00,880.00
"Allegan",68,68,"Substance Use: Assessment",,"HF","90792","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",70,70,"Mental Health: Outpatient Care",,,"90832","30 Minutes",125.00,355.00,29597.00,49450.00,7115501.00,880.00
"Allegan",71,71,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","90832","30 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",72,72,"Assessment",,,"90833","30 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",73,73,"Mental Health: Outpatient Care",,,"90834","45 Minutes",212.00,1150.00,159343.00,202488.00,7115501.00,880.00
"Allegan",74,74,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","90834","45 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",75,75,"Assessment",,,"90836","45 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",76,76,"Mental Health: Outpatient Care",,,"90837","60 Minutes",202.00,1133.00,196023.00,280157.00,7115501.00,880.00
"Allegan",77,77,"Substance Use Disorder: Outpatient Care",,"HF","90837","60 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",78,78,"Assessment",,,"90838","60 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",79,79,"Psychotherapy for Crisis First 60 Minutes",,,"90839","First 30-74 Min.",5.00,5.00,752.00,752.00,7115501.00,880.00
"Allegan",80,80,"Psychotherapy for Crisis Each Additional 30 Minutes",,,"90840","Each Additional 30 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",81,81,"Therapy-Family Therapy",,,"90846","Encounter",0.00,0.00,0.00,19209.00,7115501.00,880.00
"Allegan",82,82,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90846","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",83,83,"Therapy-Family Therapy",,,"90847","Encounter",3.00,6.00,1294.00,62479.00,7115501.00,880.00
"Allegan",84,84,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90847","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",85,85,"Therapy-Family Therapy",,,"90849","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",86,86,"Therapy-Family Therapy",,"HS","90849","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",87,87,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90849","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",88,88,"Therapy-Group Therapy",,,"90853","Encounter",34.00,369.00,83892.00,84531.00,7115501.00,880.00
"Allegan",89,89,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90853","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",91,91,"Additional Codes-ECT Physician",,,"90870","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",92,92,"Additional Codes-ECT Physician","0901",,"90870","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",93,93,"Assessments-Other",,,"90887","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",94,94,"Speech & Language Therapy ",,,"92507","Encounter",1.00,8.00,1501.00,12119.00,7115501.00,880.00
"Allegan",95,95,"Speech & Language Therapy ",,,"92508","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",96,96,"Speech & Language Therapy ",,,"92521","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",97,97,"Speech & Language Therapy ",,,"92522","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",98,98,"Speech & Language Therapy ",,,"92523","Encounter",0.00,0.00,0.00,138.00,7115501.00,880.00
"Allegan",99,99,"Speech & Language Therapy ",,,"92524","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",100,100,"Speech & Language Therapy ",,,"92526","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",101,101,"Speech & Language Therapy ",,,"92607","First Hour",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",102,102,"Speech & Language Therapy ",,,"92608","Each Additional  30 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",103,103,"Speech & Language Therapy ",,,"92609","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",104,104,"Speech & Language Therapy ",,,"92610","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",109,109,"Psychological Testing PSYCH/PHYS ",,,"96101","Per Hour",6.00,6.00,877.00,1585.00,7115501.00,880.00
"Allegan",111,111,"Psychological Testing by Technician ",,,"96102","Per Hour",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",113,113,"Psychological Testing by Comp ",,,"96103","Per Hour",12.00,13.00,1659.00,1816.00,7115501.00,880.00
"Allegan",114,114,"Assessments-Other",,,"96105","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",115,115,"Assessments-Other",,,"96110","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",116,116,"Assessments-Other",,,"96111","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",117,117,"Neurobehavioral Status Exam",,,"96116","Per Hour",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",118,118,"Neuropsych test by Psych/Phys ",,,"96118","Per Hour",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",120,120,"Neuropsych test by Tech ",,,"96119","Per Hour",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",122,122,"Neuropsych test Admin w/Comp ",,,"96120","Per Hour",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",123,123,"Assessments-Other",,,"96127",,0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",124,124,"Medication Administration",,,"96372","Encounter",50.00,520.00,27337.00,33030.00,7115501.00,880.00
"Allegan",125,125,"Occupational or Physical Therapy",,,"97110","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",126,126,"Occupational or Physical Therapy",,,"97112","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",127,127,"Occupational or Physical Therapy",,,"97113","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",128,128,"Occupational or Physical Therapy",,,"97116","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",129,129,"Occupational or Physical Therapy",,,"97124","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",130,130,"Occupational or Physical Therapy",,,"97140","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",131,131,"Occupational or Physical Therapy",,,"97150","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",132,132,"Physical Therapy",,,"97161","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",133,133,"Physical Therapy",,,"97162","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",134,134,"Physical Therapy",,,"97163","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",135,135,"Physical Therapy",,,"97164","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",136,136,"Occupational Therapy",,,"97165","Encounter",0.00,0.00,0.00,79.00,7115501.00,880.00
"Allegan",137,137,"Occupational Therapy",,,"97166","Encounter",0.00,0.00,0.00,79.00,7115501.00,880.00
"Allegan",138,138,"Occupational Therapy",,,"97167","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",139,139,"Occupational Therapy",,,"97168","Encounter",0.00,0.00,0.00,314.00,7115501.00,880.00
"Allegan",140,140,"Occupational or Physical Therapy",,,"97530","15 Minutes",0.00,0.00,0.00,64432.00,7115501.00,880.00
"Allegan",141,141,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,,"97532","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",142,142,"Occupational or Physical Therapy",,,"97533","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",143,143,"Occupational or Physical Therapy",,,"97535","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",144,144,"Occupational or Physical Therapy",,,"97537","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",145,145,"Occupational or Physical Therapy",,,"97542","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",146,146,"Occupational or Physical Therapy",,,"97750","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",147,147,"Occupational Therapy",,,"97755","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",148,148,"Occupational or Physical Therapy",,,"97760","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",150,150,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,,"97762","15 minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",151,151,"Occupational or Physical Therapy",,,"97763","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",152,152,"Assessment or Health Services",,,"97802","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",153,153,"Assessment or Health Services",,,"97803","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",154,154,"Health Services",,,"97804","30 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",155,155,"Substance Use Disorder: Acupuncture",,,"97810","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",156,156,"Substance Use Disorder: Acupuncture",,,"97811","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",157,157,"New Patient Evaluation and Management",,,"99201","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",158,158,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99201","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",159,159,"New Patient Evaluation and Management",,,"99202","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",160,160,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99202","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",161,161,"New Patient Evaluation and Management",,,"99203","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",162,162,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99203","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",163,163,"New Patient Evaluation and Management",,,"99204","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",164,164,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99204","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",165,165,"New Patient Evaluation and Management",,,"99205","Encounter",0.00,0.00,0.00,184.00,7115501.00,880.00
"Allegan",166,166,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99205","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",167,167,"Established Patient Evaluation and Management",,,"99211","Encounter",2.00,5.00,1083.00,1083.00,7115501.00,880.00
"Allegan",168,168,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99211","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",169,169,"Established Patient Evaluation and Management",,,"99212","Encounter",14.00,14.00,1745.00,2195.00,7115501.00,880.00
"Allegan",170,170,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99212","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",171,171,"Established Patient Evaluation and Management",,,"99213","Encounter",382.00,1379.00,199079.00,325148.00,7115501.00,880.00
"Allegan",172,172,"Sustance Abuse: Established Patient Evaluation and Management",,"HF","99213","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",173,173,"Established Patient Evaluation and Management",,,"99214","Encounter",32.00,35.00,9700.00,16081.00,7115501.00,880.00
"Allegan",174,174,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99214","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",175,175,"Established Patient Evaluation and Management",,,"99215","Encounter",47.00,48.00,15311.00,20846.00,7115501.00,880.00
"Allegan",176,176,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99215","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",177,177,"Additional Codes-Physician Services",,,"99221","30 Minutes",3.00,3.00,246.00,803.00,7115501.00,880.00
"Allegan",178,178,"Additional Codes-Physician Services",,,"99222","50 Minutes",5.00,5.00,493.00,493.00,7115501.00,880.00
"Allegan",179,179,"Additional Codes-Physician Services",,,"99223","70 Minutes",17.00,20.00,2148.00,2261.00,7115501.00,880.00
"Allegan",180,180,"Additional Codes-Physician Services",,,"99224","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",181,181,"Additional Codes-Physician Services",,,"99225","25 minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",182,182,"Additional Codes-Physician Services",,,"99226","35 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",183,183,"Additional Codes-Physician Services",,,"99231","15 Minutes",14.00,38.00,2342.00,3056.00,7115501.00,880.00
"Allegan",184,184,"Additional Codes-Physician Services",,,"99232","25 minutes",19.00,70.00,7218.00,8702.00,7115501.00,880.00
"Allegan",185,185,"Additional Codes-Physician Services",,,"99233","35 Minutes",16.00,61.00,5637.00,6623.00,7115501.00,880.00
"Allegan",186,186,"Additional Codes-Physician Services",,,"99238","<= 30 Minutes",8.00,8.00,515.00,981.00,7115501.00,880.00
"Allegan",187,187,"Additional Codes-Physician Services",,,"99239","> 30 Minutes",14.00,17.00,1713.00,1741.00,7115501.00,880.00
"Allegan",188,188,"Substance Use Disorder: Physician Consultations",,"HF","99241","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",189,189,"Substance Use Disorder: Physician Consultations",,"HF","99242","30 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",190,190,"Substance Use Disorder: Physician Consultations",,"HF","99243","40 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",191,191,"Substance Use Disorder: Physician Consultations",,"HF","99244","60 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",192,192,"Substance Use Disorder: Physician Consultations",,"HF","99245","80 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",193,193,"Substance Use Disorder: Physician Consultations",,"HF","99251","20 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",194,194,"Substance Use Disorder: Physician Consultations",,"HF","99252","40 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",195,195,"Substance Use Disorder: Physician Consultations",,"HF","99253","55 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",196,196,"Substance Use Disorder: Physician Consultations",,"HF","99254","80 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",197,197,"Substance Use Disorder: Physician Consultations",,"HF","99255","110 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",198,198,"Nursing Facility Services evaluation and management",,,"99304","25 minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",199,199,"Nursing Facility Services evaluation and management",,,"99305","35 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",200,200,"Nursing Facility Services evaluation and management",,,"99306","45 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",201,201,"Nursing Facility Services evaluation and management",,,"99307","10 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",202,202,"Nursing Facility Services evaluation and management",,,"99308","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",203,203,"Nursing Facility Services evaluation and management",,,"99309","25 minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",204,204,"Nursing Facility Services evaluation and management",,,"99310","35 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",205,205,"Assessment",,,"99324","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",206,206,"Assessment",,,"99325","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",207,207,"Assessment",,,"99326","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",208,208,"Assessment",,,"99327","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",209,209,"Assessment",,,"99328","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",210,210,"Assessment",,,"99334","Encounter",1.00,1.00,52.00,52.00,7115501.00,880.00
"Allegan",211,211,"Assessment",,,"99335","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",212,212,"Assessment",,,"99336","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",213,213,"Assessment",,,"99337","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",214,214,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",215,215,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",216,216,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",217,217,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",218,218,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",219,219,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",220,220,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",221,221,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",222,222,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",223,223,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",224,224,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",225,225,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",226,226,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",227,227,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",228,228,"Substance Use Disorder: Transportation",,"HF","A0100","Per one-way trip",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",229,229,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",230,230,"Substance Use Disorder: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",231,231,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",232,232,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",233,233,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",234,234,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",235,235,"Additional Codes-Transportation",,,"A0425","Per Mile",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",236,236,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",237,237,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",239,239,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",240,240,"Substance Use Disorder: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",241,241,"Occupational Therapy",,,"G0515","15 Minutes",0.00,0.00,0.00,0.00,7115501.00,880.00
"Allegan",242,242,"Substance Use Disorder: Individual Assessment",,,"H0001","Encounter",0.00,0.00,0.00,0.00,7115501.00,880.00
